ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.4375,0.8571428571428572,1.0,0.6666666666666667,1.0,0.41666666666666663,0.19999999999999996,0.25,0.19999999999999996,0.5,1.0,1.0,1.0,1.0,1.0,0.5
