ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.625,0.7142857142857143,0.5833333333333333,0.9166666666666666,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,0.5,0.33333333333333337,1.0
