l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,7.0,13.0,0.0,0.0,0.0,19.0
7.0,6.0,8.0,12.0,0.0,0.0,1.0,3.0
7.0,6.0,8.0,13.0,1.0,1.0,2.0,12.0
1.0,6.0,2.0,13.0,1.0,1.0,3.0,6.0
5.0,13.0,6.0,14.0,6.0,6.0,19.0,8.0
7.0,13.0,8.0,17.0,6.0,6.0,20.0,1.0
6.0,13.0,7.0,15.0,6.0,6.0,22.0,8.0
1.0,11.0,2.0,17.0,8.0,8.0,26.0,0.0
2.0,13.0,5.0,16.0,8.0,8.0,27.0,2.0
5.0,14.0,6.0,16.0,8.0,8.0,28.0,2.0
1.0,13.0,2.0,16.0,10.0,10.0,32.0,1.0
1.0,13.0,3.0,14.0,13.0,13.0,36.0,7.0
3.0,13.0,5.0,14.0,14.0,14.0,37.0,6.0
7.0,14.0,8.0,16.0,15.0,15.0,38.0,0.0
1.0,14.0,4.0,15.0,16.0,16.0,40.0,2.0
7.0,13.0,8.0,14.0,16.0,16.0,41.0,1.0
1.0,7.0,2.0,10.0,17.0,17.0,42.0,5.0
1.0,10.0,2.0,13.0,18.0,18.0,44.0,4.0
4.0,14.0,5.0,16.0,19.0,19.0,45.0,0.0
1.0,15.0,4.0,16.0,19.0,19.0,46.0,0.0
