ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26
0.013573202863552,0.13080311078315202,0.116221510416832,0.12756340824467202,0.1318992220528,0.10928042980172799,0.13284611768939197,0.126086047479232,0.122863963060672,0.11868729232120001,0.12275578665707201,0.127962675178288,0.13691372387012798,0.106299247838128,0.11868729232120001,0.13703191434880002,0.136966819360192,0.132484893435952,0.1370661793792,0.13703191434880002,0.135827197744048,0.13620307923332803,0.135339114463792,0.134312694928432,0.135398810779072,0.127106217763072,0.13301273865011204
