l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,3.0
1.0,7.0,2.0,11.0,3.0,3.0,6.0,10.0
7.0,6.0,8.0,13.0,6.0,6.0,16.0,14.0
5.0,9.0,6.0,11.0,7.0,7.0,20.0,13.0
5.0,6.0,6.0,8.0,7.0,7.0,21.0,1.0
6.0,4.0,7.0,13.0,7.0,7.0,22.0,0.0
2.0,8.0,3.0,11.0,8.0,8.0,28.0,11.0
3.0,9.0,5.0,11.0,8.0,8.0,29.0,12.0
6.0,9.0,7.0,13.0,8.0,8.0,30.0,12.0
1.0,11.0,4.0,16.0,8.0,8.0,33.0,0.0
4.0,11.0,6.0,13.0,8.0,8.0,34.0,12.0
1.0,6.0,5.0,7.0,9.0,9.0,35.0,5.0
2.0,7.0,3.0,8.0,9.0,9.0,36.0,7.0
3.0,7.0,7.0,9.0,9.0,9.0,37.0,5.0
1.0,11.0,4.0,13.0,9.0,9.0,38.0,11.0
2.0,5.0,6.0,6.0,10.0,10.0,39.0,0.0
1.0,5.0,2.0,6.0,10.0,10.0,40.0,1.0
5.0,6.0,7.0,7.0,10.0,10.0,41.0,3.0
2.0,10.0,3.0,11.0,11.0,11.0,43.0,0.0
2.0,5.0,3.0,6.0,13.0,13.0,48.0,0.0
5.0,6.0,6.0,7.0,14.0,14.0,49.0,0.0
3.0,8.0,4.0,9.0,16.0,16.0,53.0,4.0
4.0,4.0,5.0,7.0,17.0,17.0,55.0,0.0
6.0,7.0,7.0,8.0,17.0,17.0,58.0,1.0
4.0,8.0,5.0,9.0,18.0,18.0,59.0,3.0
5.0,8.0,7.0,9.0,19.0,19.0,60.0,2.0
3.0,7.0,5.0,8.0,20.0,20.0,61.0,0.0
