ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29
0.11307130276652802,0.0151403370028,0.013878140805807999,0.013234807171888,0.007958723741871999,0.007958723741871999,0.008879470067968,0.006173797471792,0.004553380630528001,0.008087210103472001,0.019289505576112,0.007674938948031999,0.005457300047872,0.005457300047872,0.004562733335488,0.006786314114992,0.004340038783408,0.007970924003632,0.0065909860904320005,0.0039523938892,0.004293064676608,0.004025595357232,0.005336382026032,0.004431866227648,0.023335541769471998,0.008378420699392,0.015555561953199999,0.005073005415472001,0.005073005415472001,0.004861180076992
