l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,25.0
7.0,5.0,8.0,11.0,0.0,0.0,1.0,0.0
7.0,7.0,8.0,13.0,1.0,1.0,2.0,10.0
1.0,12.0,4.0,14.0,1.0,1.0,3.0,1.0
4.0,12.0,7.0,13.0,1.0,1.0,4.0,12.0
4.0,12.0,7.0,13.0,1.0,1.0,5.0,0.0
4.0,13.0,8.0,14.0,2.0,2.0,6.0,9.0
2.0,12.0,4.0,13.0,3.0,3.0,7.0,18.0
4.0,12.0,5.0,13.0,4.0,4.0,9.0,7.0
1.0,13.0,4.0,14.0,6.0,6.0,11.0,8.0
8.0,7.0,9.0,16.0,8.0,8.0,12.0,3.0
4.0,14.0,7.0,15.0,8.0,8.0,13.0,4.0
7.0,14.0,8.0,16.0,8.0,8.0,14.0,2.0
7.0,14.0,8.0,16.0,8.0,8.0,15.0,0.0
3.0,12.0,4.0,13.0,8.0,8.0,16.0,0.0
2.0,13.0,4.0,14.0,9.0,9.0,17.0,3.0
7.0,10.0,8.0,11.0,10.0,10.0,19.0,12.0
2.0,14.0,4.0,15.0,14.0,14.0,26.0,3.0
7.0,11.0,8.0,13.0,14.0,14.0,27.0,10.0
7.0,14.0,8.0,15.0,14.0,14.0,29.0,1.0
6.0,12.0,7.0,13.0,18.0,18.0,34.0,7.0
5.0,12.0,6.0,13.0,19.0,19.0,35.0,7.0
7.0,16.0,8.0,18.0,21.0,21.0,39.0,0.0
8.0,16.0,9.0,17.0,21.0,21.0,40.0,0.0
8.0,5.0,9.0,16.0,21.0,21.0,41.0,0.0
2.0,15.0,3.0,18.0,24.0,24.0,46.0,0.0
3.0,15.0,5.0,17.0,24.0,24.0,47.0,0.0
5.0,15.0,7.0,16.0,24.0,24.0,48.0,0.0
5.0,15.0,7.0,16.0,24.0,24.0,49.0,0.0
7.0,11.0,8.0,12.0,25.0,25.0,50.0,0.0
