ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29
0.103861358938672,0.1304405266732,0.12315131486699202,0.119618022531328,0.12407485363460802,0.12407485363460802,0.12250387120480001,0.127175704225072,0.13005644668,0.12610322963396797,0.11265590931755198,0.124562920415488,0.128441600732608,0.128441600732608,0.13003963492480003,0.12610322963396797,0.1304405266732,0.12405391224683199,0.126444273042688,0.13114132332164802,0.130525247015872,0.131008697703088,0.13120709199999997,0.1302750702592,0.11265590931755198,0.12618693522764798,0.11165239122884799,0.129125688223408,0.129125688223408,0.129504307535872
