ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.073454436941488,0.140023456865728,0.141244444148992,0.13091263039283202,0.149047344166912,0.146884662849472,0.146884662849472,0.14678860732,0.126802859167168,0.143167321820608,0.1456249072192,0.14692977010859198,0.140023456865728,0.149026731217072,0.143223031379392,0.144613698845632
