l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,3.0,14.0,0.0,0.0,0.0,0.0
3.0,6.0,6.0,13.0,0.0,0.0,1.0,24.0
6.0,7.0,7.0,12.0,0.0,0.0,2.0,16.0
-0.0,8.0,1.0,11.0,0.0,0.0,3.0,0.0
1.0,6.0,3.0,13.0,1.0,1.0,4.0,22.0
1.0,13.0,7.0,14.0,2.0,2.0,7.0,7.0
6.0,6.0,8.0,7.0,3.0,3.0,9.0,5.0
-0.0,9.0,1.0,14.0,6.0,6.0,13.0,1.0
1.0,13.0,4.0,14.0,7.0,7.0,14.0,6.0
1.0,4.0,2.0,5.0,10.0,10.0,15.0,0.0
-0.0,5.0,1.0,9.0,10.0,10.0,16.0,0.0
1.0,5.0,3.0,6.0,10.0,10.0,17.0,2.0
1.0,5.0,3.0,6.0,10.0,10.0,18.0,0.0
6.0,10.0,7.0,12.0,15.0,15.0,28.0,6.0
6.0,8.0,7.0,10.0,18.0,18.0,31.0,5.0
6.0,7.0,7.0,8.0,19.0,19.0,34.0,3.0
2.0,2.0,3.0,5.0,20.0,20.0,37.0,0.0
3.0,2.0,4.0,6.0,20.0,20.0,38.0,0.0
3.0,2.0,4.0,6.0,20.0,20.0,39.0,0.0
2.0,6.0,3.0,8.0,20.0,20.0,40.0,0.0
