ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29
0.060033139991728005,0.11417872662879999,0.10837825828907201,0.105524816525872,0.11784460410880002,0.117870043809328,0.1199920048972,0.105355467964672,0.116368594810288,0.11431795101280001,0.11105260400708798,0.11788411765508801,0.1200737146732,0.118783887641008,0.11750541024068799,0.11638907320120001,0.11783107313080002,0.11207981422340801,0.1193689274992,0.118181970480688,0.11417872662879999,0.11850069129899199,0.120000175,0.11949399623680002,0.106502563791808,0.106502563791808,0.11824699128452801,0.119443419460528,0.11986294307372801,0.111331659748912
