ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.016656972448047997,0.13120428113080002,0.139499474517808,0.13801827473079997,0.139499474517808,0.13362394820920004,0.14210225152,0.140266998696112
