ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26
0.1051086432112,0.016515802924288,0.013241171214592,0.0139427833228,0.0139427833228,0.025445696468992,0.004691567945392,0.005779848999472,0.004637270992048,0.008132856010288,0.0046616077708,0.005123438706688,0.004462699745968,0.016017557138368,0.016017557138368,0.009734922480688,0.004285600407808,0.006612249867567999,0.024269171430831998,0.006655424088112,0.0039384414448,0.012164428791807999,0.018517299251199996,0.016017557138368,0.0071680639551999995,0.009383899973631999,0.008568974427568
