ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.0640748594032,0.071419010688448,0.12819899181572803,0.11861350760363201,0.11861350760363201,0.125115222623488,0.13819294215519998,0.1277855396332,0.11351713982084799,0.11351713982084799,0.132918969807808,0.1377235269232,0.1380955766272,0.13814196532331202,0.1380955766272,0.138048048411568,0.13779390217220802
