l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
2.0,0.0,3.0,1.0,0.0
7.0,0.0,9.0,7.0,1.0
2.0,3.0,3.0,5.0,2.0
3.0,0.0,4.0,5.0,3.0
4.0,0.0,7.0,6.0,4.0
