l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
8.0,9.0,9.0,10.0,0.0
3.0,16.0,4.0,18.0,1.0
3.0,13.0,4.0,15.0,2.0
4.0,12.0,5.0,18.0,3.0
5.0,12.0,6.0,19.0,4.0
6.0,11.0,7.0,20.0,5.0
7.0,10.0,10.0,20.0,6.0
