ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30,ct_31,ct_32,ct_33,ct_34
0.5,0.1428571428571429,1.0,1.0,1.0,0.625,0.25,1.0,1.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5238095238095238,0.5238095238095238,0.33333333333333337,0.33333333333333337,0.5,1.0,0.5,0.5,0.16666666666666663,0.7,0.19999999999999996,1.0,1.0,1.0
