ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.024052315479999996,0.057560532839872,0.028210725756592,0.030954898151871996,0.0115983446848,0.003731221456432,0.010051670122431999,0.017813413753791998,0.010093485473727999,0.003765266938672,0.005134092079552,0.011417254586368001,0.004707487526848,0.005467041875248,0.0061934037169119995,0.0037228664360320005,0.0047146676812
