l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,12.0,4.0,18.0,6.0,6.0
4.0,12.0,8.0,13.0,6.0,6.0
4.0,12.0,8.0,13.0,6.0,6.0
