ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.7380952380952381,1.0,0.8,0.2777777777777778,0.2777777777777778,0.6666666666666667,0.33333333333333337,1.0,1.0,1.0
