l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,17.0,3.0,20.0,16.0,16.0
3.0,17.0,5.0,19.0,16.0,16.0
5.0,17.0,7.0,18.0,16.0,16.0
5.0,17.0,7.0,18.0,16.0,16.0
8.0,0.0,9.0,4.0,16.0,16.0
2.0,0.0,3.0,1.0,16.0,16.0
3.0,0.0,4.0,2.0,16.0,16.0
3.0,0.0,4.0,2.0,16.0,16.0
8.0,17.0,9.0,18.0,16.0,16.0
