l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,3.0,14.0,0.0,0.0,0.0,0.0
3.0,6.0,6.0,13.0,0.0,0.0,1.0,21.0
6.0,7.0,7.0,12.0,0.0,0.0,2.0,16.0
1.0,6.0,3.0,13.0,1.0,1.0,4.0,19.0
7.0,7.0,8.0,13.0,1.0,1.0,5.0,7.0
6.0,12.0,7.0,13.0,1.0,1.0,6.0,17.0
1.0,13.0,7.0,14.0,2.0,2.0,7.0,5.0
1.0,13.0,4.0,14.0,7.0,7.0,14.0,5.0
7.0,11.0,8.0,12.0,11.0,11.0,20.0,8.0
7.0,7.0,8.0,8.0,11.0,11.0,21.0,7.0
7.0,8.0,8.0,11.0,12.0,12.0,22.0,7.0
7.0,12.0,8.0,13.0,12.0,12.0,23.0,7.0
6.0,10.0,7.0,12.0,15.0,15.0,28.0,3.0
7.0,10.0,8.0,11.0,15.0,15.0,29.0,0.0
7.0,10.0,8.0,11.0,15.0,15.0,30.0,0.0
6.0,8.0,7.0,10.0,18.0,18.0,31.0,2.0
6.0,7.0,7.0,8.0,19.0,19.0,34.0,2.0
2.0,6.0,3.0,8.0,20.0,20.0,40.0,0.0
