ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.12551009507987199,0.016569711768112,0.0203613172288,0.004211917475632,0.007523224016128,0.0037922012241280003,0.015469007482672001,0.0132626102848
