l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,18.0
7.0,6.0,8.0,12.0,0.0,0.0,1.0,1.0
1.0,12.0,5.0,14.0,1.0,1.0,2.0,1.0
5.0,12.0,8.0,13.0,1.0,1.0,3.0,12.0
5.0,12.0,8.0,13.0,1.0,1.0,4.0,0.0
7.0,8.0,8.0,12.0,2.0,2.0,5.0,14.0
5.0,13.0,8.0,14.0,2.0,2.0,6.0,3.0
2.0,12.0,4.0,14.0,3.0,3.0,7.0,5.0
4.0,12.0,5.0,13.0,3.0,3.0,8.0,11.0
4.0,12.0,5.0,13.0,3.0,3.0,9.0,0.0
7.0,7.0,8.0,8.0,3.0,3.0,10.0,13.0
7.0,11.0,8.0,12.0,4.0,4.0,12.0,0.0
2.0,12.0,3.0,13.0,5.0,5.0,13.0,7.0
4.0,13.0,5.0,14.0,6.0,6.0,15.0,6.0
5.0,13.0,6.0,14.0,7.0,7.0,20.0,2.0
2.0,13.0,3.0,14.0,12.0,12.0,24.0,4.0
3.0,12.0,4.0,13.0,12.0,12.0,25.0,5.0
7.0,13.0,8.0,15.0,13.0,13.0,29.0,0.0
3.0,13.0,4.0,14.0,14.0,14.0,37.0,3.0
6.0,13.0,7.0,14.0,18.0,18.0,40.0,0.0
