l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
6.0,11.0,8.0,19.0,0.0
8.0,11.0,9.0,20.0,1.0
2.0,16.0,3.0,18.0,2.0
2.0,12.0,3.0,14.0,3.0
5.0,12.0,6.0,19.0,4.0
3.0,12.0,5.0,18.0,5.0
