ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25
0.6071428571428572,0.7142857142857143,0.5833333333333333,1.0,1.0,1.0,1.0,0.30000000000000004,0.25,1.0,1.0,0.5,1.0,1.0,1.0,0.4444444444444444,0.5,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,0.5,1.0,0.7142857142857143
