ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25
0.073001451364288,0.119293364637232,0.102828774357952,0.114863093587888,0.11635188967859197,0.1180557572848,0.1180557572848,0.11228255672876798,0.12358085953119999,0.122502773932288,0.1169554169932,0.10960124974719998,0.1180557572848,0.1180557572848,0.126576896785072,0.1202399178352,0.126409321865392,0.114754208100352,0.12618748963499202,0.12551950217348798,0.12817000123,0.12817000123,0.121403402817712,0.126134824795072,0.127684756218112,0.1138977785068
