ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
1.0,0.8571428571428572,1.0,1.0,1.0,0.625,1.0,0.4,0.2222222222222222,1.0,1.0,0.6666666666666667,1.0,0.33333333333333337,1.0,1.0,1.0,0.5
