ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.8,0.9722222222222222,0.19999999999999996,0.8,0.16666666666666663,0.33333333333333337,0.7272727272727273,0.25,0.875,1.0,1.0,1.0,1.0,1.0,1.0
