ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.128901611534272,0.015597496158208003,0.006117527029552001,0.005805376934848,0.023061430472127997,0.006882987194800001,0.0054836991808,0.007995007128832,0.007770099758128
