l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,6.0,13.0,0.0,0.0,0.0,19.0
6.0,6.0,8.0,12.0,0.0,0.0,1.0,17.0
6.0,9.0,8.0,15.0,1.0,1.0,2.0,0.0
2.0,13.0,6.0,15.0,1.0,1.0,3.0,1.0
5.0,13.0,6.0,14.0,6.0,6.0,14.0,6.0
6.0,12.0,7.0,15.0,6.0,6.0,15.0,5.0
7.0,12.0,8.0,17.0,6.0,6.0,16.0,2.0
7.0,3.0,8.0,12.0,6.0,6.0,17.0,0.0
6.0,12.0,7.0,13.0,7.0,7.0,21.0,9.0
1.0,10.0,2.0,17.0,8.0,8.0,23.0,1.0
2.0,15.0,7.0,17.0,8.0,8.0,24.0,3.0
1.0,7.0,2.0,10.0,9.0,9.0,25.0,8.0
7.0,12.0,8.0,13.0,9.0,9.0,26.0,11.0
1.0,10.0,2.0,12.0,10.0,10.0,27.0,9.0
1.0,12.0,2.0,13.0,12.0,12.0,29.0,8.0
1.0,13.0,3.0,15.0,13.0,13.0,30.0,8.0
3.0,13.0,5.0,14.0,13.0,13.0,31.0,7.0
3.0,13.0,5.0,14.0,13.0,13.0,32.0,0.0
3.0,14.0,6.0,15.0,15.0,15.0,33.0,3.0
1.0,15.0,2.0,17.0,15.0,15.0,34.0,1.0
7.0,13.0,8.0,14.0,18.0,18.0,39.0,3.0
1.0,9.0,2.0,10.0,18.0,18.0,40.0,0.0
6.0,13.0,7.0,14.0,21.0,21.0,42.0,0.0
