ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.12540718672,0.091001278125232,0.06901862294348801,0.0947980309228,0.123625439140912,0.129814432427968,0.12870614692787202,0.129507105311152,0.124430496448768,0.130029548244928,0.118307146604992,0.13020722683115202
