ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28
0.09949956224819198,0.09589738463123201,0.09305991623679999,0.088041926477248,0.0976239556972,0.10158855083627201,0.066111595896832,0.097745379716032,0.095249674714048,0.095249674714048,0.09583679065235201,0.100137609909808,0.094006191080752,0.10049123691908801,0.101613254863408,0.101613254863408,0.10158855083627201,0.09418286258411201,0.095470966683952,0.100721571656128,0.09865941693280002,0.101040428577328,0.09683260963,0.100733888439232,0.075445144355248,0.101465060560432,0.101399733757888,0.09870478412459202,0.1010722812172
