ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.032110360772272,0.069536625159472,0.016862977221567998,0.025076674117887998,0.015163446847408,0.007145423653552,0.0049534334257120005,0.0049534334257120005,0.005143492943872,0.004839300489472001,0.007720106800048001,0.007870148753200001,0.004341283398448,0.004341283398448,0.0080868887152,0.005363381177008001,0.044893421545408,0.0088202819212,0.0088202819212,0.0049584391468,0.004226215008688,0.004072767543088,0.0037702198797279996,0.0120422491648,0.011905268437168
