ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.037395280514608,0.102023735584192,0.096681175090432,0.108625536914992,0.108625536914992,0.105083659123648,0.1100344403968,0.103593436741888,0.113963044259248,0.113963044259248,0.114355980131632,0.11335582143275201,0.114442767103408,0.1138496398828,0.11514539602052798,0.11432866299999998,0.11372718538643198,0.11488133404715199,0.1134781384192
