l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,19.0
1.0,6.0,2.0,14.0,1.0,1.0,1.0,3.0
1.0,5.0,2.0,13.0,4.0,4.0,11.0,1.0
2.0,5.0,5.0,6.0,4.0,4.0,12.0,5.0
2.0,5.0,5.0,6.0,4.0,4.0,13.0,0.0
2.0,5.0,3.0,6.0,5.0,5.0,14.0,1.0
1.0,5.0,2.0,6.0,7.0,7.0,19.0,6.0
7.0,5.0,8.0,6.0,8.0,8.0,24.0,6.0
5.0,5.0,7.0,6.0,9.0,9.0,25.0,5.0
1.0,6.0,2.0,12.0,10.0,10.0,28.0,4.0
1.0,4.0,5.0,5.0,10.0,10.0,29.0,3.0
5.0,5.0,6.0,6.0,11.0,11.0,30.0,0.0
1.0,6.0,2.0,7.0,15.0,15.0,37.0,3.0
1.0,7.0,2.0,11.0,16.0,16.0,38.0,2.0
1.0,11.0,2.0,12.0,18.0,18.0,43.0,1.0
