l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
3.0,6.0,4.0,13.0,0.0,0.0,0.0,8.0
4.0,6.0,8.0,13.0,0.0,0.0,1.0,10.0
2.0,7.0,3.0,13.0,0.0,0.0,3.0,9.0
1.0,6.0,2.0,13.0,1.0,1.0,4.0,0.0
1.0,7.0,2.0,14.0,2.0,2.0,7.0,0.0
2.0,13.0,7.0,14.0,2.0,2.0,8.0,0.0
3.0,7.0,4.0,13.0,2.0,2.0,9.0,0.0
1.0,7.0,2.0,10.0,3.0,3.0,11.0,4.0
6.0,13.0,7.0,14.0,4.0,4.0,15.0,0.0
7.0,6.0,9.0,13.0,4.0,4.0,17.0,0.0
1.0,10.0,2.0,12.0,6.0,6.0,24.0,3.0
1.0,12.0,2.0,15.0,7.0,7.0,25.0,1.0
2.0,13.0,3.0,15.0,7.0,7.0,26.0,1.0
3.0,13.0,5.0,14.0,7.0,7.0,27.0,0.0
3.0,13.0,5.0,14.0,7.0,7.0,28.0,0.0
