ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.025566221159871998,0.09878330082500801,0.098420460179632,0.098044832018608,0.107068772868352,0.109974710099248,0.105783966043072,0.110937549902272,0.11035124807531199
