l_l_m,l_l_n,u_r_m,u_r_n,n,u
0.0,4.0,1.0,18.0,10.0,10.0
1.0,4.0,2.0,5.0,10.0,10.0
1.0,6.0,2.0,7.0,10.0,10.0
1.0,13.0,2.0,18.0,10.0,10.0
2.0,14.0,3.0,17.0,10.0,10.0
3.0,14.0,5.0,15.0,10.0,10.0
3.0,14.0,5.0,15.0,10.0,10.0
2.0,5.0,3.0,6.0,10.0,10.0
