l_l_m,l_l_n,u_r_m,u_r_n,n,u
5.0,13.0,8.0,16.0,9.0,9.0
4.0,14.0,5.0,16.0,9.0,9.0
6.0,9.0,8.0,11.0,9.0,9.0
