ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.0770192140012,0.035114843061808,0.0344472796672,0.009915541726768,0.012814134548272,0.021689852858367997,0.005342660328112,0.0120389306992
