ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.04918796091520001,0.103269337150912,0.099512340703792,0.10731765919595199,0.10780499192012799,0.10677926237099201,0.10510916373419202,0.104911947409408,0.10819896922412799,0.11007356179091199,0.10974751868420801,0.09778349366123201,0.106113816530368,0.10376857057120001,0.108890389086208,0.108890389086208,0.10966143904403199,0.10994775579059202,0.102641260319152,0.10957643813060802,0.10710701008964799
