l_l_m,l_l_n,u_r_m,u_r_n,n,u
9.0,0.0,10.0,5.0,19.0,19.0
7.0,1.0,9.0,4.0,19.0,19.0
9.0,15.0,10.0,20.0,19.0,19.0
6.0,4.0,7.0,5.0,19.0,19.0
