ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.11950650562436801,0.004302395712448,0.017035171845568,0.013328959818688,0.009227744216368,0.0183154297408,0.01055110912,0.003707086449328,0.013138714571200001,0.0120455677168
