t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,t_101,t_102,t_103,t_104,t_105,t_106,t_107,t_108,t_109,t_110,t_111,t_112,t_113,t_114,t_115,t_116,t_117,t_118,t_119,type
11.201397183098592,26.61996396396396,25.652448,35.76906293706294,61.66550550550551,56.518336,39.112384,57.67168,41.176032,24.011316683316686,61.02588988988989,60.342272,48.643456,39.076379620379626,27.60704,61.206294294294295,42.268352,44.753824,36.58453546453546,29.225513513513512,39.431104,38.129728,35.112704,28.489536,30.455808,46.322528,58.85014185814186,50.187915915915916,38.84435564435565,30.96576,50.93964364364364,55.476224,49.292883116883125,29.50064,12.562706706706706,35.192832,30.3367032967033,22.66532132132132,24.796256,40.97646353646354,39.48530930930931,47.150528,47.686432,39.17088,20.15232,56.983552,58.343424,57.655296,57.44546653346654,49.15388988988989,57.10128,54.877088,42.30832,44.9459020979021,48.92201001001001,55.05232,55.77776,62.620192,58.70768,61.902961038961045,66.86295895895897,73.74464,61.170272,57.294848,22.528,26.05056,54.263808,59.47392,55.312384,27.0336,45.531136,48.627712,57.27034565434566,58.844636636636636,31.524059940059942,44.40064,60.18946946946947,64.22658941058943,57.99181581581582,30.703616,30.63808,58.032128,59.692755244755254,63.02673873873874,27.131904,40.01886113886115,56.84378778778779,61.177856,61.702144,32.3584,39.364155844155846,57.82781181181181,61.407232,57.769984,30.47424,34.504704,53.706752,58.195968,55.427072,36.962304,13.664256,11.22304,52.740096,59.703296,18.266277722277724,31.816776776776777,56.311808,56.271920079920086,56.819712,34.553856,32.35798998998999,54.755328,54.64064,56.377344,29.294592,35.092203796203805,55.00694294294295,56.557568,58.00688911088911,37.076992,0.0
4.827651567944252,16.73082117882118,21.014838838838838,31.524256,26.145568,40.141472,27.40082317682318,25.851227227227227,19.314144,24.465998001998003,25.698272,25.972692692692693,17.94416,8.564715284715286,3.946944,0.0,13.888096,8.681878121878123,50.111104,27.582942942942942,35.15598001998002,36.37326926926927,31.845152,30.200384,23.22656,10.092544,49.82307292707293,36.38502502502503,29.44405994005994,33.63574774774774,27.747584,23.658496,25.19982417582418,0.6692772772772773,11.649664,15.764363636363637,28.594930930930932,23.469266733266736,25.83754954954955,19.9448,22.085946053946056,21.85302102102102,15.6368,13.382944,0.3121117764471058,0.0,9.063488,48.620128,7.894345654345655,39.54176,38.663936,28.733501501501504,48.955392,39.461568,26.507072,33.495936,24.441792,40.145568,33.988672,41.805952,34.330016,24.838304,41.795584,41.598272,34.184896,38.65024,19.689408,31.293696,26.499936,34.864672,17.50192,19.403072,12.77952,33.104256,4.988003996003997,25.245344,19.970370370370368,23.10300899100899,24.689265265265266,33.765664,23.350816,17.521198801198803,25.98950950950951,25.14132267732268,35.388732732732734,21.093504,8.228192,18.645536,9.791872,21.352535464535467,18.739763763763765,24.381088,27.83504,22.980704,20.60016,26.186432,24.425942057942063,24.805344,23.67088,22.458586586586588,16.5315004995005,30.270494494494496,37.166016,38.79892907092908,26.318144,28.717792,19.983247247247245,18.276987012987014,33.789376,25.274176,32.610050050050056,25.798784,23.671968,36.39196003996004,18.368448448448447,36.948832,29.107456,22.629408,27.7744015984016,19.880096,0.0
5.5558075949367085,4.07227972027972,0.0,14.321152,22.855000999001003,23.63935135135135,20.518208,21.697408,26.722752,19.349248,24.9896,15.700256,34.374816,35.007584,49.787008,46.173984,48.726016,31.752192,52.47462937062938,41.5376016016016,39.48304,37.753984,22.829426573426577,58.13941941941942,38.516032,40.1872,29.409088,29.9008,44.886912,51.557056,38.85504,36.06614185814186,27.43786986986987,53.066336,33.992992,39.305856,37.065824,31.04768,48.13616,39.835168,40.739552,25.190048,25.657344,62.68502697302698,39.83074274274274,37.970464,38.62655744255745,25.79216,51.44576,43.182926926926925,36.70336,39.54627772227773,23.625728,52.31727727727728,42.335136,35.026592,40.073952,23.59296,52.24548251748252,44.577376,39.11597997997998,37.753766233766235,17.2032,59.408384,42.29986786786787,40.768032,39.306016,29.470368,47.452736,35.694208,41.097824,34.754752,30.22053146853147,47.71248,38.526625374625375,38.48734268537074,42.05984,28.750528,10.125312,39.305216,52.543488,61.460459540459546,36.47103103103103,41.893888,40.905376,41.44416,35.35232,28.18064,43.286528,48.19676323676324,40.833729729729725,36.268928,26.837376,42.51648,47.07824,38.633088,34.18626173826174,28.471095095095095,47.955968,44.956928,39.33432967032967,28.917973973973975,24.139284715284717,27.854094094094094,10.962208,37.398985014985016,32.33143543543544,28.053674325674326,43.502574574574574,42.142816,41.19151248751249,38.525984,31.68454854854855,40.042496,47.93267532467533,33.338272,43.1248,23.22876476476476,43.741952,29.100224,0.0
0.0,13.388128,18.645536,13.011776,19.10464,15.193465465465465,19.431104,16.34336,16.619156843156844,15.732192,16.537625625625626,24.067388611388616,20.769185185185183,17.7936,18.419072,17.788416,15.404736,15.351848151848154,17.725053053053053,21.363104,19.19552,20.285986013986015,16.375703703703707,24.175120879120882,21.956612612612613,18.613184,20.22694105894106,21.147008,14.983175175175175,19.421984,17.560359640359643,22.829728,10.007552,26.032576,24.666106106106106,16.50458341658342,19.20393993993994,17.480864,15.194656,13.37216,16.380896,13.825088,18.282165834165834,25.105152,22.70705905905906,26.932832,21.600319680319682,23.565037037037037,16.920096,19.820992,22.27456,29.26526273726274,19.3878998998999,25.284315684315686,25.356972972972972,17.049504,19.62688,19.874912,17.966144,18.429856,17.68576,2.404832,33.225504,31.661824,25.058525474525474,20.797984,27.89810610610611,25.202208,25.698272,29.213856,22.171904,28.922688,20.133728,26.491364635364636,22.635616,27.570752,25.22058058058058,24.339488,20.069024,24.498317682317683,24.687695695695698,21.8481038961039,17.034186186186187,17.549586413586418,16.165216,16.839008,22.178114114114116,24.611228771228777,19.24711911911912,20.996448,23.927008,22.746144,19.993536,15.949536,14.716227772227773,16.50524124124124,17.25870929070929,19.549373373373374,15.168703296703297,14.920072072072072,13.952192,14.769952,17.037234765234768,16.149013013013015,15.6368,15.890509490509492,13.784952952952953,13.512352,17.157344,20.015104,15.90128271728272,16.28384,15.620068068068068,16.49952,15.809344,12.487872,21.0344,8.050048,31.673024,16.187396603396603,0.0
17.118538582677164,34.249984,40.14104295704296,39.593664,36.62113313313313,32.934336,30.594208,40.76352,39.868448,31.144192,33.473536,52.582784,32.923552,39.46944,40.03455744255745,39.608384,41.168128,36.20013613613614,37.533504,34.635104,34.061888,37.956768,40.094912,39.501792,33.63401398601399,36.088864,27.191671671671674,29.774624,32.6552,31.375568431568436,18.523867867867867,38.835264,37.876512,34.152928,36.722848,34.409248,35.16976,18.202373626373628,14.105472,14.562178178178177,19.130816,24.18589410589411,30.400096,24.152824824824826,24.884608,18.397504,20.73846153846154,19.786858858858857,21.255264,26.997952,22.32288,21.15904,19.340064,29.850112,26.059744,27.029888,24.832287712287712,26.101813813813813,31.715744,26.96,22.258176,23.77872,28.965824,27.186464,33.937248,14.15601998001998,42.607584,26.45804204204204,35.792096,23.584608,14.385856,12.487872,11.873184,13.58784,17.491648,26.873728,0.38512,34.99454145854146,41.031015015015015,33.53824,34.217632,27.991328,25.777696,25.838464,30.960864,35.673472,35.609408,30.616871128871132,32.666714714714715,35.76586613386613,34.841241241241235,39.25079720279721,31.79067067067067,27.585472,34.120576,32.67552,36.025670329670334,29.54816,33.829408,30.10668268268268,32.279072,33.70127472527473,30.095887887887887,31.068704,33.614144,35.12992,37.300192,29.666784,30.29431368631369,26.913089089089087,23.280992,22.594624,28.864352,24.818189810189814,25.575296,24.435296,30.79754954954955,27.650176,22.635616,26.776672,0.0
0.0,19.392864864864865,48.473856,45.535072,45.772992,43.88069530469531,50.3212012012012,50.44018381618382,25.657344,62.436324324324325,60.70272,58.81856,50.115232,17.760256,58.884096,59.834368,53.345376,31.97344,22.872064,61.460459540459546,40.58948548548548,43.6672127872128,41.56742342342342,36.579328,21.98173026973027,58.29724124124124,46.81401798201799,54.8210930930931,20.435078763708873,63.7776369107322,44.27072,46.480256,53.979488,28.01664,48.807936,61.489152,58.65472,58.32704,26.411008,48.054272,61.063168,59.490304,57.360384,4.718592,24.379392,46.432256,61.390848,66.338816,30.740439121756484,47.510316633266534,58.703872,87.098528,64.560736,56.82624575424576,47.654496,46.89258858858859,48.845344,52.9664,47.313344,52.628,40.061728,45.646161838161845,43.98878878878879,46.435904,48.124003996004,46.2449009009009,41.635168,49.46848,46.86385614385615,57.21167567567567,54.177952,47.529984,51.81992407592408,33.096008008008006,11.927552,38.567936,59.113472,59.71968,43.450368,31.080448,63.963136,88.587744,52.681302697302705,57.3792992992993,52.450272,48.06847552447553,54.711735735735736,63.113590409590415,45.34710710710711,34.144256,34.86305694305695,60.96028828828828,61.587456,47.17151648351649,33.620820820820825,46.03904,62.881792,61.571072,30.442421578421584,21.64852852852853,21.659648,58.916864,56.793696,33.332416,33.305485029940115,59.64235671342685,64.5212067932068,66.70042842842844,64.290816,28.377088,34.619392,51.38912287712288,19.387424,26.575648,25.692256,18.51742942942943,8.560256,21.085442557442562,16.92104904904905,12.805792,0.0
0.0,20.541248,26.681958041958044,22.689536,22.507147147147148,18.144512,13.428395604395606,32.39373773773774,24.58896,14.284352,12.255232,29.016064,37.574976,27.725664,29.378589410589413,21.578784,27.55312,25.029605605605607,28.13744,26.719104,28.307584,21.718825174825177,23.382774774774774,29.781984,23.035616,35.190784,28.182432,31.789952,28.448127872127877,22.375975975975976,21.494144,25.320832,24.756875124875126,21.835744,23.275435435435437,17.90896,18.48704,20.133728,26.405178821178826,36.72389189189189,35.171808,38.196576,46.228672,41.705376,35.130368,31.88414785214786,54.12132132132132,51.99996803196804,55.25294894894895,36.23793806193806,21.927335335335336,27.19744,53.788672,53.510144,32.334208,35.84511488511489,44.75057457457457,33.608311688311694,34.7487007007007,32.7984,33.161216,35.789248,30.035756243756246,30.13141141141141,31.677666333666338,31.853517517517517,29.432128,29.39024,22.278496,11.862016,39.94992,29.845344,6.059316683316684,46.59866266266266,31.848567432567435,31.01818618618619,29.860896,35.991392,34.10803596403597,32.362784,40.42215015015015,34.883708291708295,30.791264,31.12844044044044,32.328247752247755,37.24530930930931,54.427648,47.082976,43.814304,28.409830169830173,22.65088,35.87658058058058,29.360544,33.58216183816184,43.105601601601606,33.292288,55.820288,44.947392,36.455296,28.534592,11.514048,51.99312,29.641344,29.462505494505496,33.93832232232232,31.448512,34.530368,28.128895104895108,34.790272,37.61175575575575,8.822153846153848,36.54009209209209,52.133888,54.92504295704296,43.3928,27.995483483483483,41.616544,44.57101796407186,46.470758758758755,43.83228028028028,0.0
6.280277456647399,19.540171828171832,16.453664,22.31803003003003,18.893568,19.20112,16.689838161838164,8.134598598598599,27.598816,16.978176,16.37632,6.729216,14.051552,8.961504,7.484096,10.740907092907094,9.28912912912913,12.201888,12.988163836163837,14.728456456456456,11.95828171828172,11.012772772772774,23.582528,18.22496,18.71024,6.276288,6.540704,18.080832,30.344512,25.653728,26.894848,16.632135864135865,19.803008,25.540484484484484,26.625696,28.104352,32.594016,23.064647352647356,16.775111111111112,13.248352,16.27824,10.848704,14.382257742257744,14.983175175175175,27.725664,36.201888,33.597408,35.820032,20.715232,17.789664,14.130976,17.909344,30.484064,25.76816,37.42785214785215,21.733445445445444,20.521952,27.056064,29.330637362637365,32.087136,40.215415415415414,44.89264,33.87888911088911,38.64574974974975,27.411328,22.481056,35.95872,42.742912,34.37452147852148,38.61794594594594,20.2856,11.255808,47.284224,42.42557442557443,33.34118118118118,13.322773226773228,37.63975175175175,41.1808,31.600832,32.67984,39.448352,30.881536,46.170112,49.837824,43.87248,43.68521078921079,39.616512,50.677237237237236,28.217798201798207,51.300452452452454,52.140672,26.722752,38.795648,25.352896,42.123264,56.573952,30.899584,17.574432,45.134528,27.741472,37.566432,35.734304,45.26385614385615,29.365365365365363,35.822592,23.808832,50.348032,35.621184,34.947676323676326,32.055351351351355,32.278848,24.865568,21.34694105894106,32.26564164164164,30.89243556443557,30.913824,37.133216,37.344384384384384,7.22528,23.953408,0.0
36.014333793103454,33.80992,34.028016,31.506941058941063,26.694166166166166,26.039296,17.679584,17.971216,22.6044,10.47912087912088,20.98896,29.219427427427426,41.969088,35.193216,29.061328,33.406288,34.097408,38.233808,37.060096,41.2828,43.968608,32.53623176823177,36.612544,30.577473473473475,27.624775224775227,22.053088,21.113753753753752,36.76310889110889,24.132534930139723,28.667366733466935,24.72908108108108,23.761168,33.743344,30.852928,36.163104,31.686784,28.31496,24.236224,19.55553246753247,19.140356356356357,17.026384,22.803296,27.33552,22.063936063936065,27.0432,17.750918918918916,14.094432,13.49209190809191,29.360832832832834,36.19185614385615,45.627739739739745,40.346304,34.947072,52.297728,49.556976,32.35078521478522,36.716464,25.584624624624624,51.46779620379621,26.802224,28.439776,22.408472472472475,22.315232,29.116704,30.182195608782436,48.25468668668669,41.94847647647648,34.961262737262736,55.990966966966965,47.158496,47.27149650349651,38.59135935935936,28.80703296703297,49.34880480480481,37.564944,28.01742257742258,19.64948948948949,24.428944,15.103616,21.183936,21.249614385614386,24.44716716716717,35.325088,29.03715484515485,26.98898898898899,17.7768,18.2844,10.83347052947053,38.13716116116116,40.786592,47.03574825174825,35.536832832832836,24.969664,53.968896,48.345184,46.43232,49.119888111888116,18.79485885885886,50.62656,41.809776,33.04304,41.428688,21.62688,48.740592,42.199984,47.629424,33.129632,25.903104,46.628864,52.854784,49.247456,37.997632,28.852224,37.28546653346654,52.57968368368368,35.913584,35.282589410589416,22.94104,42.205184,50.92723123123123,1.0
3.1331891891891894,18.052416,25.111168,24.107008,35.36332467532468,30.129745745745748,37.225206793206794,29.96157757757758,33.364267732267734,34.26267867867868,35.145056,41.77857342657343,40.127264,16.758336,58.572556556556556,47.76289310689312,46.85501501501501,40.26704,32.254944,32.815712,15.567312687312688,32.6216,4.836068068068068,38.272416,30.669696,33.881798201798205,32.23492292292293,36.340416,29.893248,44.397728,33.7169070929071,55.87757357357358,30.733984,21.751144855144858,17.761248,21.869952,44.68446046046046,49.29136,39.585568,54.84224,48.121888,38.05824,43.265824,29.650816,24.896927072927078,26.09101901901902,37.485184,45.335936,47.358144,46.435904,47.521568,40.412,47.589792,41.550752,43.45401798201799,37.71140740740741,44.257536,45.990496,45.080384,39.25376,47.794688,36.590112,38.639072,35.820979020979024,28.09926726726727,45.688839160839166,29.580512,21.870254254254252,30.928512,41.34764435564436,37.511911911911916,37.97508091908092,40.23274474474474,40.509888,35.07244755244756,26.75469069069069,30.173632,25.687488,24.11904,28.603936,1.466624,44.742816,33.1608,32.905728,8.67948051948052,24.687695695695698,4.201558441558442,8.074506506506507,9.960064,11.882453546453547,14.0024,15.302496,19.225529529529528,23.99757042957043,37.65743343343343,47.266272,46.818944,43.18427172827173,34.79162362362363,37.344992,27.023488,40.37367432567433,39.092,28.563027027027026,28.124672,34.81389010989011,32.56747947947948,35.252896,35.62789210789211,30.958638638638636,24.512032,23.261088,27.725664,25.245344,20.388539460539462,35.15304104104104,35.60551448551449,30.042816,22.37901901901902,35.220544,1.0
