ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.085990636423168,0.041249293361152004,0.057530989592512,0.068107394337712,0.09025197083180801,0.093249525103792,0.09064348702028799,0.095895869630128,0.095569820510128,0.095582936266288,0.085990636423168,0.09389131169920001,0.09025197083180801
