ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.050948693186992,0.014247232315648,0.006385530609087999,0.003744219406768,0.022633643147199997,0.010586204245168,0.006448904087488,0.007256434662448,0.007256434662448,0.007681344690112,0.0256963472368,0.006645898989231999,0.011526935126272
