l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,18.0,8.0,20.0,26.0,26.0
1.0,1.0,2.0,3.0,26.0,26.0
2.0,2.0,3.0,3.0,26.0,26.0
3.0,15.0,4.0,16.0,26.0,26.0
