l_l_m,l_l_n,u_r_m,u_r_n,n,u
5.0,13.0,6.0,14.0,21.0,21.0
3.0,12.0,4.0,13.0,21.0,21.0
8.0,5.0,9.0,6.0,21.0,21.0
