l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,3.0,13.0,0.0,0.0,0.0,6.0
3.0,12.0,8.0,13.0,1.0,1.0,3.0,4.0
1.0,13.0,4.0,14.0,1.0,1.0,4.0,9.0
4.0,13.0,8.0,17.0,3.0,3.0,7.0,2.0
2.0,14.0,3.0,16.0,3.0,3.0,8.0,3.0
3.0,14.0,4.0,17.0,3.0,3.0,9.0,2.0
3.0,14.0,4.0,17.0,3.0,3.0,10.0,0.0
3.0,12.0,5.0,13.0,4.0,4.0,11.0,5.0
2.0,16.0,3.0,18.0,6.0,6.0,13.0,0.0
3.0,17.0,8.0,18.0,6.0,6.0,14.0,0.0
4.0,13.0,5.0,14.0,7.0,7.0,15.0,2.0
2.0,12.0,3.0,13.0,8.0,8.0,17.0,5.0
2.0,12.0,3.0,13.0,8.0,8.0,18.0,0.0
5.0,12.0,7.0,14.0,10.0,10.0,24.0,1.0
3.0,14.0,6.0,15.0,10.0,10.0,25.0,0.0
7.0,12.0,8.0,13.0,11.0,11.0,27.0,3.0
5.0,12.0,7.0,13.0,12.0,12.0,28.0,2.0
7.0,13.0,8.0,14.0,13.0,13.0,31.0,0.0
