ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.027339552851199996,0.12108361337267198,0.12336904629880001,0.121109294934448,0.123457607161792,0.121109294934448,0.12315241418027201,0.111649203604528,0.11915098218347202,0.118720934775088,0.117302165034928,0.12294580403320002,0.123295354334512,0.12335529662080001,0.122606481452848,0.12302271907000001,0.123409198449088,0.122229112440112
