l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,0.0,9.0,7.0,16.0,16.0
9.0,0.0,10.0,3.0,16.0,16.0
9.0,3.0,10.0,17.0,16.0,16.0
9.0,17.0,10.0,20.0,16.0,16.0
6.0,15.0,7.0,16.0,16.0,16.0
7.0,15.0,8.0,19.0,16.0,16.0
8.0,13.0,9.0,20.0,16.0,16.0
7.0,3.0,8.0,6.0,16.0,16.0
5.0,13.0,6.0,14.0,16.0,16.0
