ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.123794452823488,0.182183810698672,0.20030263528235198,0.19800623664836797,0.196560606106672,0.199387556907568,0.200214219389488,0.19747380379436796
