l_l_m,l_l_n,u_r_m,u_r_n,n,u
7.0,0.0,9.0,3.0,21.0,21.0
9.0,0.0,10.0,6.0,21.0,21.0
5.0,2.0,7.0,3.0,21.0,21.0
8.0,10.0,9.0,13.0,21.0,21.0
