l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,7.0,13.0,0.0,0.0,0.0,18.0
7.0,7.0,8.0,13.0,0.0,0.0,1.0,5.0
6.0,5.0,7.0,6.0,1.0,1.0,5.0,7.0
7.0,5.0,9.0,7.0,1.0,1.0,6.0,3.0
3.0,5.0,6.0,6.0,2.0,2.0,14.0,4.0
1.0,5.0,3.0,6.0,4.0,4.0,21.0,4.0
7.0,6.0,8.0,7.0,4.0,4.0,22.0,7.0
7.0,7.0,8.0,8.0,8.0,8.0,33.0,9.0
7.0,5.0,8.0,6.0,8.0,8.0,34.0,3.0
7.0,8.0,8.0,11.0,9.0,9.0,36.0,6.0
5.0,5.0,6.0,6.0,11.0,11.0,39.0,0.0
7.0,10.0,8.0,11.0,18.0,18.0,58.0,1.0
7.0,8.0,8.0,9.0,19.0,19.0,60.0,1.0
7.0,9.0,8.0,10.0,20.0,20.0,61.0,0.0
