l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
6.0,12.0,9.0,20.0,0.0
2.0,17.0,3.0,19.0,1.0
2.0,13.0,3.0,15.0,2.0
3.0,13.0,6.0,19.0,3.0
3.0,13.0,6.0,19.0,4.0
