l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
3.0,0.0,4.0,1.0,0.0
7.0,0.0,10.0,7.0,1.0
8.0,7.0,9.0,8.0,2.0
3.0,2.0,4.0,4.0,3.0
4.0,0.0,6.0,5.0,4.0
6.0,0.0,7.0,6.0,5.0
7.0,16.0,10.0,20.0,6.0
3.0,19.0,5.0,20.0,7.0
5.0,18.0,7.0,20.0,8.0
