ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.018063848753152,0.104298717683968,0.108325144604608,0.11149570319660801,0.11511908778803201,0.116593386479872,0.116593386479872,0.116616574981168,0.116593386479872,0.113696712488752,0.11476386153260801,0.115390323134512,0.115390323134512
