ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.1159501391728,0.012712015523248,0.009544484229568,0.006847679545792001,0.005347683218608,0.0052387988992,0.006335806641712001,0.005227508499712,0.0039120916012,0.009483021220912
