ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.069021363193792,0.047550100324912005,0.021626127601072,0.014047558312191998,0.031985213325568,0.008150218885167999,0.006325674433072,0.010921910347312,0.005814517944112,0.005289933331888,0.007880414944048002,0.004828362283312,0.004926844241152,0.0058473054699999995,0.004793367136048,0.004506317155888,0.004280313518512,0.004764316901632
