ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.11305369523320001,0.0631709387692,0.086223883429312,0.0931899775552,0.119538053066032,0.115254409368832,0.122410066889392,0.1149076235248,0.11989887946547198,0.123490616938432,0.12306228196868801,0.11738215123000001
