l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,10.0
7.0,5.0,8.0,6.0,2.0,2.0,1.0,5.0
8.0,5.0,9.0,15.0,2.0,2.0,2.0,0.0
9.0,7.0,10.0,12.0,2.0,2.0,3.0,0.0
6.0,13.0,8.0,14.0,2.0,2.0,4.0,1.0
1.0,3.0,2.0,11.0,3.0,3.0,5.0,2.0
2.0,3.0,5.0,6.0,3.0,3.0,6.0,1.0
5.0,4.0,7.0,6.0,3.0,3.0,7.0,3.0
7.0,4.0,8.0,5.0,3.0,3.0,8.0,1.0
7.0,4.0,8.0,5.0,3.0,3.0,9.0,0.0
2.0,5.0,5.0,6.0,4.0,4.0,10.0,2.0
1.0,11.0,2.0,12.0,4.0,4.0,11.0,4.0
2.0,0.0,5.0,3.0,5.0,5.0,12.0,0.0
5.0,0.0,8.0,4.0,5.0,5.0,13.0,0.0
5.0,0.0,8.0,4.0,5.0,5.0,14.0,0.0
2.0,4.0,5.0,5.0,6.0,6.0,15.0,1.0
5.0,5.0,7.0,6.0,6.0,6.0,16.0,0.0
1.0,12.0,2.0,15.0,7.0,7.0,17.0,1.0
2.0,13.0,3.0,15.0,7.0,7.0,18.0,1.0
3.0,13.0,6.0,14.0,7.0,7.0,19.0,1.0
3.0,13.0,6.0,14.0,7.0,7.0,20.0,0.0
1.0,7.0,2.0,11.0,7.0,7.0,21.0,2.0
1.0,4.0,2.0,7.0,8.0,8.0,22.0,0.0
2.0,13.0,3.0,14.0,9.0,9.0,23.0,0.0
6.0,13.0,7.0,15.0,10.0,10.0,24.0,0.0
1.0,15.0,2.0,17.0,10.0,10.0,25.0,0.0
2.0,15.0,5.0,16.0,10.0,10.0,26.0,0.0
3.0,14.0,6.0,15.0,10.0,10.0,27.0,0.0
