ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.15156413880755198,0.149364327827392,0.140649031336192,0.133588865418928,0.125737595357488,0.14881418512,0.1553442061228,0.15866865313259199,0.15398034742571198,0.169724631703552,0.16408033515519999,0.169602176370112,0.167004012352768,0.16623749610419203,0.169724631703552,0.1696324778188,0.158846547945472,0.164939709395392,0.1696324778188,0.167844546248128,0.16806140188,0.16765057586564802,0.16847076189587198
