ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27
0.078803755401472,0.08336112815723201,0.11149251710156799,0.11733621089920002,0.11733621089920002,0.12698228743979198,0.11187932369919999,0.113840547817408,0.1269706190848,0.1222872269452,0.125561560468912,0.119696922267568,0.12282277519787202,0.11798860715411201,0.12698228743979198,0.12015435403844799,0.12731972313932802,0.12416634906308802,0.125446465416112,0.12409744968908798,0.125272233981952,0.12065223021971201,0.12299799453279998,0.12498977421880002,0.127252432958128,0.127083984946432,0.1248157675888,0.126741774139648
